Platform,Hashtag,Content_Type,Region,Views,Views_norm,Engagement_Level
Instagram,#Tech,Video,Germany,4726748,1.8453161066487664,Low
YouTube,#Viral,Live Stream,UK,3036543,1.1488320702683843,High
TikTok,#Gaming,Shorts,India,4145988,1.5649732902148443,High
TikTok,#Tech,Video,Australia,4261094,1.6084219966615274,Low
Instagram,#Fashion,Post,Brazil,2317238,0.9046466205388092,Medium
Twitter,#Music,Post,Canada,3933642,1.483939977978048,Medium
Twitter,#Tech,Reel,Canada,2413376,0.910429858205894,Low
Twitter,#Music,Reel,USA,1632421,0.615819838915413,High
TikTok,#Fashion,Post,USA,2199227,0.8301354258910836,Medium
YouTube,#Comedy,Live Stream,UK,4238088,1.6034192208111646,Medium
Twitter,#Comedy,Reel,India,3302311,1.245774605980073,Medium
TikTok,#Education,Reel,Germany,3106785,1.1727085421955217,High
TikTok,#Tech,Post,Germany,3494484,1.3190520867602922,Medium
TikTok,#Fashion,Post,Germany,3513595,1.3262658569278123,Low
Instagram,#Fashion,Tweet,Australia,3209804,1.2531031949208289,Medium
YouTube,#Fashion,Live Stream,Germany,3641903,1.377861259730766,Medium
Twitter,#Fashion,Tweet,India,3397817,1.2818036018919456,High
TikTok,#Dance,Shorts,Australia,2045438,0.7720851668626323,Low
Instagram,#Dance,Live Stream,USA,1489412,0.581464455696803,High
TikTok,#Viral,Reel,Japan,2107990,0.795696477182276,High
Instagram,#Gaming,Post,Germany,4540208,1.7724911397721188,High
Twitter,#Music,Post,Australia,3722456,1.404271480389993,Medium
YouTube,#Gaming,Reel,Australia,4820075,1.8236055742002937,Low
Instagram,#Challenge,Post,Brazil,2727232,1.0647077305936192,High
YouTube,#Fashion,Video,India,1749243,0.6618007573390132,Low
Twitter,#Fitness,Reel,USA,3578755,1.3500612449960696,High
Twitter,#Comedy,Tweet,USA,4542486,1.7136222805241532,Low
Twitter,#Tech,Tweet,Canada,349955,0.1320181691657013,High
YouTube,#Fitness,Reel,India,1863453,0.7050104569037328,Low
Twitter,#Dance,Tweet,India,759536,0.2865298456528415,Low
Instagram,#Education,Post,Australia,870453,0.3398236887138343,Medium
TikTok,#Dance,Live Stream,Australia,3217287,1.214419390976396,Low
YouTube,#Viral,Post,USA,2433851,0.9208122799692866,Low
Instagram,#Fitness,Shorts,Australia,2271759,0.8868916796758142,Medium
Twitter,#Dance,Live Stream,India,4027776,1.5194513961210785,Low
Instagram,#Tech,Shorts,Japan,3407877,1.3304306295952055,High
YouTube,#Viral,Post,UK,1368185,0.5176329813410017,High
Instagram,#Tech,Tweet,UK,4671326,1.8236794318646048,Medium
Twitter,#Challenge,Post,Australia,2413147,0.910343469496663,Low
Twitter,#Gaming,Live Stream,Japan,971147,0.3663586716313908,Low
TikTok,#Fitness,Reel,Canada,287898,0.1086719692160887,Low
Twitter,#Comedy,Live Stream,Australia,2245957,0.8472721668925751,Medium
YouTube,#Gaming,Reel,USA,1741714,0.6589522692204355,High
Twitter,#Comedy,Live Stream,USA,2607877,0.98380405180478,Low
Twitter,#Fitness,Tweet,Australia,2064375,0.7787715791214433,Low
YouTube,#Viral,Post,Canada,2225947,0.8421548123368249,Medium
Instagram,#Challenge,Live Stream,Brazil,1482758,0.578866742983191,Low
Instagram,#Education,Tweet,USA,4228374,1.6507515626250588,Medium
Instagram,#Viral,Tweet,India,297878,0.1162911733852368,Medium
Instagram,#Music,Post,India,2397124,0.9358340082514062,Low
TikTok,#Fashion,Reel,UK,2784227,1.050953569787227,Medium
Instagram,#Comedy,Live Stream,Brazil,3335191,1.30205411226704,Low
TikTok,#Viral,Post,Canada,4582912,1.729897643554466,Low
TikTok,#Music,Live Stream,Brazil,1210794,0.4570346730266446,Low
TikTok,#Education,Tweet,Japan,2599368,0.9811754137829584,High
Twitter,#Dance,Live Stream,India,4707489,1.7758685520929214,Low
YouTube,#Music,Shorts,Brazil,2793980,1.0570618719011915,Medium
Twitter,#Fitness,Reel,Australia,2624711,0.99015456504144,Medium
YouTube,#Comedy,Video,UK,4381970,1.6578548918799938,High
Instagram,#Fitness,Post,Brazil,3499748,1.3662969453018878,Low
Instagram,#Gaming,Shorts,Canada,2030644,0.7927607056838397,High
Twitter,#Fitness,Video,Brazil,4021988,1.517267912064182,Low
Instagram,#Dance,Reel,USA,4255189,1.661220102813744,Low
TikTok,#Challenge,Tweet,Germany,1401182,0.5288998435909164,Low
TikTok,#Viral,Reel,Japan,3984874,1.504158086051283,Medium
TikTok,#Comedy,Video,Japan,631935,0.2385345534410417,High
YouTube,#Gaming,Post,India,3577981,1.3536772967189807,High
TikTok,#Dance,Live Stream,USA,4661813,1.7596801604289096,High
YouTube,#Music,Live Stream,India,4153771,1.5715191049001371,Medium
Instagram,#Comedy,Shorts,India,3523284,1.3754853682696628,Low
YouTube,#Fitness,Video,USA,1058655,0.4005267883082757,Medium
Instagram,#Dance,Live Stream,Canada,2030560,0.7927279121960213,Low
TikTok,#Fitness,Reel,Australia,3959483,1.4945738236723654,Low
Instagram,#Viral,Live Stream,Brazil,2476219,0.9667125906203804,Low
YouTube,#Music,Post,Brazil,3857161,1.459301006766073,High
Twitter,#Fashion,Shorts,UK,4171762,1.5737691458474508,Medium
Instagram,#Music,Video,USA,3356648,1.3104308964113105,High
YouTube,#Tech,Live Stream,USA,3857226,1.4593255985747735,High
Twitter,#Education,Live Stream,USA,3147293,1.1872951084797407,High
YouTube,#Comedy,Live Stream,Australia,975369,0.369016736316793,Low
YouTube,#Viral,Tweet,UK,4604015,1.741862402079172,High
Twitter,#Fashion,Live Stream,Germany,279023,0.1052595494138431,Low
TikTok,#Viral,Video,UK,4887642,1.8449231358441611,Low
TikTok,#Viral,Post,UK,2513082,0.9486053037586462,Low
Twitter,#Fitness,Video,Germany,2832427,1.0685140284765184,Medium
YouTube,#Tech,Shorts,UK,780047,0.2951194861777496,Medium
YouTube,#Education,Video,UK,2810890,1.063459525518558,Low
Twitter,#Fitness,Shorts,Japan,3868670,1.459429728125827,Medium
TikTok,#Music,Tweet,UK,4875320,1.8402719885465744,Low
Twitter,#Gaming,Shorts,Japan,4890733,1.844996118181704,Low
YouTube,#Fitness,Video,Canada,2980877,1.127771645297106,Medium
TikTok,#Challenge,Shorts,India,2429444,0.9170347261190124,High
Instagram,#Viral,Shorts,Brazil,2561592,1.0000420958051133,Medium
Twitter,#Gaming,Post,USA,2139489,0.8071078302357653,Medium
Twitter,#Viral,Reel,Canada,3304797,1.2467124327536463,High
YouTube,#Challenge,Live Stream,India,831664,0.3146480306347335,High
TikTok,#Comedy,Reel,Canada,1896555,0.7158867605076075,Medium
YouTube,#Music,Reel,Canada,2926180,1.1070778274432276,Low
Instagram,#Fitness,Tweet,Germany,3337724,1.3030429920842297,Medium
Instagram,#Viral,Tweet,Canada,1767518,0.6900366666874592,Low
YouTube,#Music,Live Stream,Brazil,1296974,0.4906913307350719,Medium
Twitter,#Viral,Post,USA,3708594,1.3990421341569774,Medium
Twitter,#Education,Post,USA,2599117,0.9804994007442392,High
TikTok,#Challenge,Tweet,Australia,1823238,0.688212018873362,Medium
TikTok,#Tech,Video,Germany,1600077,0.6039761251810419,Low
Twitter,#Gaming,Tweet,Australia,4518205,1.7044624366427616,Medium
TikTok,#Tech,Reel,UK,3675898,1.3875298692505058,Medium
YouTube,#Education,Post,Canada,1693131,0.6405715947264965,Medium
Twitter,#Music,Tweet,Japan,440358,0.1661220926618277,Medium
Twitter,#Challenge,Reel,USA,4332749,1.6345004084368655,Low
Twitter,#Music,Post,Canada,1776924,0.6703326234132808,Low
Instagram,#Viral,Live Stream,Canada,4388298,1.713185678647258,High
TikTok,#Music,Post,Germany,2882534,1.0880612095684206,Low
YouTube,#Music,Shorts,Australia,2412512,0.9127389783406064,High
YouTube,#Music,Live Stream,Brazil,1550445,0.5865884129377602,Medium
YouTube,#Comedy,Post,Japan,3985203,1.5077438432223011,Medium
YouTube,#Music,Tweet,Japan,3906230,1.4778655523219897,Low
Twitter,#Fashion,Reel,Australia,1945337,0.7338652945387206,High
TikTok,#Music,Post,Australia,2238529,0.844970630491778,Low
YouTube,#Fashion,Shorts,Japan,1185769,0.4486185294033615,Low
TikTok,#Education,Post,Germany,273295,0.1031598198907633,Low
Twitter,#Fitness,Post,India,1671364,0.6305108236472211,Low
Twitter,#Music,Video,India,722275,0.2724733841041189,Low
TikTok,#Music,Post,Japan,3529332,1.3322060537320748,High
Twitter,#Fashion,Live Stream,Brazil,2061542,0.7777028489325721,Low
YouTube,#Music,Shorts,USA,1158625,0.4383489900899499,Low
Instagram,#Fitness,Video,India,819360,0.3198770497483118,High
YouTube,#Fashion,Video,Australia,4045897,1.530706539180458,High
YouTube,#Comedy,Reel,Canada,491577,0.1859810391640499,High
Instagram,#Comedy,Live Stream,Canada,4239953,1.6552719887613552,Low
YouTube,#Viral,Tweet,India,1532152,0.5796675212983466,Medium
Instagram,#Fitness,Reel,Australia,309913,0.120989621312547,High
Instagram,#Music,Shorts,UK,818780,0.3196506185228993,High
YouTube,#Music,Shorts,UK,4756488,1.7995483535871966,Medium
TikTok,#Viral,Video,Canada,1424172,0.5375778079125785,High
Twitter,#Gaming,Reel,Canada,2759298,1.0409266052566226,High
YouTube,#Comedy,Post,Canada,721858,0.2731045206933659,High
Twitter,#Comedy,Tweet,Japan,1202451,0.4536165493605371,High
TikTok,#Fashion,Post,Canada,3531840,1.3331527407489834,Medium
YouTube,#Comedy,Video,Brazil,2253765,0.8526793497896868,High
YouTube,#Dance,Video,Brazil,4489207,1.6984264578744062,High
Twitter,#Challenge,Reel,UK,1507283,0.5686123703750077,Low
TikTok,#Viral,Video,Canada,4428383,1.6715680590106587,Medium
YouTube,#Dance,Post,India,3762530,1.4234987383175222,High
TikTok,#Challenge,Tweet,India,3646904,1.3765855935853353,High
YouTube,#Music,Reel,Canada,4003544,1.5146828949666014,High
Twitter,#Gaming,Reel,Canada,3047152,1.149517590003301,High
Instagram,#Fashion,Tweet,Australia,3233160,1.262221346128993,High
Instagram,#Dance,Live Stream,Brazil,853710,0.3332872438740374,High
Instagram,#Fitness,Video,Brazil,1120916,0.4376041094215957,Low
TikTok,#Gaming,Tweet,Australia,2067844,0.7805426905073108,High
YouTube,#Tech,Live Stream,Canada,3461714,1.3096893609927638,Low
YouTube,#Fitness,Reel,Germany,1752782,0.6631396867388867,High
YouTube,#Fashion,Shorts,UK,1655182,0.6262141401359917,Medium
YouTube,#Fashion,Video,USA,4855651,1.837065238605464,Low
TikTok,#Challenge,Tweet,Japan,1839502,0.6943511407405875,Low
Instagram,#Gaming,Post,India,3428164,1.338350647302006,Low
Twitter,#Comedy,Shorts,USA,2051301,0.7738395005865678,High
Instagram,#Education,Post,UK,2322338,0.9066376537277814,Low
YouTube,#Challenge,Video,UK,1546514,0.5851011760146456,Low
Instagram,#Dance,Post,Japan,3236693,1.263600624610687,Medium
TikTok,#Comedy,Post,Canada,1733587,0.6543717326880062,High
Instagram,#Viral,Video,Australia,2948068,1.1509218100681091,Medium
TikTok,#Dance,Video,Australia,892935,0.3370534176408595,High
Twitter,#Tech,Video,USA,4274005,1.6123396296811117,High
Instagram,#Music,Video,Canada,1405829,0.5488337641215332,Low
YouTube,#Music,Live Stream,Australia,440801,0.1667706748781012,Low
Twitter,#Tech,Tweet,Brazil,1357441,0.51208548404926,Low
Instagram,#Fitness,Post,Germany,613581,0.2395412029652642,High
TikTok,#Fitness,Video,Brazil,4155659,1.5686237727270147,High
YouTube,#Education,Reel,Japan,3146159,1.190303696461242,High
TikTok,#Fitness,Live Stream,Canada,4561998,1.7220033005434507,Medium
TikTok,#Comedy,Video,Canada,1258147,0.4749088637410277,Low
YouTube,#Fitness,Live Stream,Japan,759304,0.287271672518079,High
TikTok,#Fitness,Video,USA,4035840,1.5233960647210454,Low
TikTok,#Viral,Live Stream,Australia,473117,0.1785860133089089,Medium
YouTube,#Tech,Reel,Canada,3837701,1.4519385975766024,Low
YouTube,#Dance,Tweet,Canada,3940029,1.490652914510834,High
Instagram,#Viral,Live Stream,Brazil,3442649,1.344005571957352,Medium
Twitter,#Challenge,Live Stream,Australia,3922748,1.4798302897755902,Medium
TikTok,#Education,Video,Japan,4326820,1.6332313869618995,Low
TikTok,#Dance,Post,Brazil,2075502,0.7834333321243309,Low
YouTube,#Viral,Reel,USA,3709713,1.4035161912383716,High
YouTube,#Fitness,Live Stream,UK,318153,0.1203685802085125,Low
YouTube,#Fitness,Tweet,Australia,2662851,1.0074511136994395,Medium
YouTube,#Gaming,Video,Brazil,2035129,0.7699615853729807,High
Twitter,#Music,Tweet,UK,2722178,1.026923335009217,Low
YouTube,#Comedy,Tweet,UK,4242550,1.605107353894588,Low
TikTok,#Fashion,Shorts,USA,4255337,1.6062489196454417,Medium
Twitter,#Viral,Post,Brazil,817713,0.3084767274735127,High
TikTok,#Education,Post,UK,4266731,1.6105497776480957,High
YouTube,#Viral,Reel,UK,605016,0.2288990420440273,High
Instagram,#Fashion,Post,Brazil,3344955,1.3058659648272608,Low
YouTube,#Challenge,Live Stream,Australia,2300705,0.8704384190267759,Medium
Twitter,#Dance,Video,Germany,4408711,1.6631565618456323,Medium
TikTok,#Comedy,Shorts,UK,2477355,0.9351195433706504,High
TikTok,#Music,Live Stream,USA,4096582,1.5463241599288051,Low
YouTube,#Dance,Shorts,Japan,4565439,1.7272677311185851,Low
Twitter,#Fashion,Shorts,Germany,1732712,0.6536539438826156,High
Instagram,#Music,Video,Japan,1701847,0.6643987959907919,Low
YouTube,#Tech,Video,USA,2814866,1.0649637875400038,High
TikTok,#Comedy,Tweet,UK,2686688,1.0141358245949434,Medium
Twitter,#Gaming,Video,UK,2008812,0.7578108112131299,High
YouTube,#Music,Live Stream,India,850783,0.3218814274124051,Medium
Twitter,#Fitness,Post,India,4859286,1.8331329490149424,Medium
Twitter,#Tech,Live Stream,Japan,2208731,0.8332289088583638,Low
YouTube,#Fashion,Live Stream,Canada,3095698,1.1712125078636122,High
TikTok,#Challenge,Tweet,India,3286984,1.240727702386874,Medium
TikTok,#Dance,Post,USA,2733478,1.0317975014375085,Medium
Instagram,#Tech,Post,USA,4362872,1.7032594022035694,Medium
Twitter,#Comedy,Video,Australia,3240506,1.222459085569488,High
Instagram,#Viral,Post,Brazil,1836143,0.7168277750390726,High
TikTok,#Gaming,Post,Canada,4946196,1.8670253334470583,Medium
Instagram,#Fitness,Reel,Japan,357877,0.1397147028568353,High
Twitter,#Education,Live Stream,Brazil,3182419,1.2005461556432744,Medium
TikTok,#Tech,Live Stream,Canada,4102194,1.5484425042425578,Low
TikTok,#Tech,Reel,USA,1319472,0.4980570221588584,Medium
TikTok,#Tech,Shorts,Germany,525914,0.1985151338957203,High
YouTube,#Gaming,Video,India,563236,0.2130921840822552,Medium
YouTube,#Gaming,Post,India,1245756,0.4713137421499584,Low
Twitter,#Comedy,Live Stream,Japan,3943854,1.4877923862691715,Medium
Instagram,#Dance,Post,India,2146139,0.8378497994407734,High
Instagram,#Fitness,Reel,Brazil,2073379,0.8094443926114345,High
TikTok,#Education,Live Stream,Germany,3441323,1.2989855682172788,Low
TikTok,#Tech,Tweet,UK,4582065,1.7295779290794573,Low
YouTube,#Challenge,Reel,India,2578640,0.97559110135337,Low
YouTube,#Fitness,Live Stream,Japan,1526385,0.577485660363317,Medium
YouTube,#Music,Tweet,Brazil,4796425,1.814657939188424,High
Twitter,#Challenge,Shorts,Brazil,1942922,0.7329542520374414,Low
Twitter,#Education,Live Stream,USA,2440898,0.9208123475310314,High
YouTube,#Dance,Shorts,Canada,2902169,1.0979936133091897,Low
Instagram,#Fitness,Shorts,Australia,456751,0.1783149804110417,Low
Instagram,#Tech,Live Stream,India,3088456,1.2057290977805508,High
YouTube,#Fashion,Reel,India,543029,0.2054471582604858,High
TikTok,#Tech,Reel,USA,4712590,1.7788467978521822,High
YouTube,#Education,Post,Australia,1948457,0.7371704893159509,Low
YouTube,#Comedy,Video,USA,4175263,1.5796502918631434,High
YouTube,#Dance,Shorts,Japan,505897,0.191398803788573,High
Instagram,#Music,Live Stream,Brazil,3042134,1.187645050843379,Low
YouTube,#Comedy,Live Stream,Japan,214707,0.0812312841646286,High
Twitter,#Fitness,Post,India,4161514,1.569903156798544,Low
TikTok,#Fitness,Video,Japan,768809,0.290199959642137,Medium
Twitter,#Tech,Video,Germany,346243,0.1306178421409607,Medium
YouTube,#Music,Shorts,Japan,4836757,1.8299169673194484,Low
YouTube,#Fashion,Shorts,UK,2808352,1.0624993099726754,Medium
Twitter,#Music,Reel,Brazil,4234852,1.5975694238622358,Low
YouTube,#Fitness,Shorts,USA,4127405,1.5615439106200968,Medium
Twitter,#Gaming,Video,Canada,1216902,0.4590680918806141,Medium
YouTube,#Education,Post,India,1770791,0.669953131091054,High
Instagram,#Fitness,Reel,Canada,3353507,1.3092046542061022,Low
Twitter,#Fashion,Tweet,USA,2026275,0.7643986104677216,High
YouTube,#Music,Reel,Japan,3097544,1.171910915230712,Low
YouTube,#Challenge,Video,Germany,2422829,0.916642265884685,Medium
YouTube,#Viral,Shorts,Australia,438427,0.165872506357248,Medium
TikTok,#Dance,Post,Germany,3605374,1.3609093927032725,High
TikTok,#Fitness,Reel,Brazil,914192,0.3450772318029114,Low
Instagram,#Dance,Post,India,361268,0.1410385447281696,High
YouTube,#Dance,Tweet,USA,2198773,0.831873922957859,High
Instagram,#Fitness,Tweet,Australia,2491489,0.9726739782273623,Low
Twitter,#Music,Reel,India,3285708,1.239511235939187,Low
Twitter,#Dance,Video,Germany,2259868,0.8525199980459064,High
YouTube,#Fashion,Reel,Australia,4450867,1.6839210740961787,High
Instagram,#Education,Tweet,Germany,1879192,0.7336340471473217,Low
Instagram,#Fitness,Video,Germany,3263236,1.273962976362627,Medium
YouTube,#Tech,Post,Australia,3187431,1.2059183599796302,High
TikTok,#Gaming,Shorts,USA,602303,0.2273494538856049,Medium
YouTube,#Tech,Shorts,USA,4478244,1.6942787655853944,Low
Twitter,#Education,Live Stream,Japan,4452133,1.6795372191916145,Low
Twitter,#Tech,Live Stream,Canada,3066410,1.1567825409306862,Low
Twitter,#Education,Live Stream,India,4863626,1.834770184814343,Low
TikTok,#Comedy,Video,Japan,979723,0.3698130160553185,Medium
TikTok,#Dance,Tweet,UK,3305011,1.2475322984210888,Low
YouTube,#Challenge,Shorts,Brazil,4856083,1.837228679549444,Medium
TikTok,#Comedy,Live Stream,Australia,3512498,1.3258517757246429,Low
YouTube,#Dance,Video,Brazil,1807869,0.6839810554449693,High
TikTok,#Challenge,Shorts,India,427399,0.1613289809966971,Medium
YouTube,#Tech,Reel,Brazil,4398694,1.6641821750909245,High
Instagram,#Fashion,Video,India,935217,0.3651074678217962,Medium
YouTube,#Tech,Live Stream,Canada,116354,0.0440208509163241,Low
YouTube,#Music,Tweet,Japan,551999,0.2088408278611822,Low
YouTube,#Dance,Video,Canada,2737428,1.035666241660547,Low
Instagram,#Dance,Reel,UK,4356395,1.7007307900535744,Medium
TikTok,#Fitness,Video,Brazil,4717790,1.7808096257979258,High
Instagram,#Dance,Video,USA,2561366,0.9999538657069352,High
YouTube,#Comedy,Live Stream,Canada,1756972,0.6647249125612855,Low
Twitter,#Comedy,Tweet,Australia,4840021,1.8258653573846555,High
Instagram,#Tech,Post,UK,3346455,1.3064515628240172,Medium
Instagram,#Gaming,Reel,India,1067477,0.416741595189146,High
YouTube,#Challenge,Video,UK,2877495,1.0886585627264045,High
TikTok,#Fitness,Video,Brazil,1792756,0.6767060724421787,Medium
Instagram,#Comedy,Live Stream,Brazil,925974,0.3614990129657822,High
TikTok,#Music,Reel,Canada,2791639,1.0537513545437367,High
TikTok,#Challenge,Live Stream,Brazil,4196347,1.5839821464686323,Low
YouTube,#Challenge,Reel,Canada,2038756,0.7713338082984795,Low
YouTube,#Dance,Post,Germany,4032655,1.525696620244848,Low
Twitter,#Fitness,Shorts,UK,4485980,1.6923057722105783,High
Twitter,#Comedy,Tweet,USA,4394517,1.6578019708463956,High
Instagram,#Viral,Reel,India,4422263,1.7264455692871492,Low
TikTok,#Comedy,Tweet,Brazil,4144620,1.5644569154783488,Medium
YouTube,#Challenge,Post,Brazil,3193985,1.2083979709676975,Low
Instagram,#Viral,Tweet,USA,1650594,0.6443896932389487,Medium
TikTok,#Music,Video,USA,1095673,0.4135803045762721,High
YouTube,#Gaming,Post,Canada,1476003,0.5584243602716464,High
Twitter,#Fashion,Post,Brazil,1237934,0.4670022723720859,Low
TikTok,#Dance,Live Stream,India,2259900,0.8530374758818711,Medium
Instagram,#Viral,Post,India,3661779,1.4295536313101975,Medium
TikTok,#Fashion,Reel,Japan,3090316,1.1664920396112042,High
TikTok,#Tech,Post,India,1154006,0.435599081991475,High
TikTok,#Dance,Live Stream,Japan,2583561,0.9752087942948108,Medium
Twitter,#Tech,Live Stream,USA,2638135,0.9952186787214286,Medium
YouTube,#Fitness,Live Stream,Canada,4483252,1.6961734698619035,Medium
TikTok,#Education,Video,Brazil,2008379,0.758096620546996,Low
Instagram,#Viral,Video,Japan,3417577,1.334217496640898,Medium
TikTok,#Gaming,Shorts,USA,3958536,1.4942163625060925,Low
YouTube,#Fashion,Shorts,USA,544588,0.2060369833337841,High
Instagram,#Challenge,Reel,Brazil,3075050,1.200495413284205,Low
Twitter,#Tech,Live Stream,Canada,2193675,0.8275491341588773,Medium
Twitter,#Fitness,Live Stream,Australia,1779047,0.6711335108792087,Low
TikTok,#Viral,Live Stream,UK,4465594,1.6856139802970167,High
Twitter,#Fitness,Reel,Australia,2938655,1.108587826748108,Low
Twitter,#Fitness,Reel,Australia,2121336,0.8002597331236652,High
Twitter,#Tech,Shorts,India,4426725,1.6699522221429592,Low
YouTube,#Education,Live Stream,India,3001319,1.1355055799657163,High
Twitter,#Music,Post,Germany,1623564,0.6124785952575124,Low
Instagram,#Viral,Live Stream,Canada,897780,0.3504921130187455,Low
Twitter,#Viral,Tweet,UK,1470152,0.5546049504516128,High
Twitter,#Viral,Video,Brazil,3958044,1.4931454682953216,High
Instagram,#Music,Video,Brazil,4327143,1.6893108483194923,Low
Instagram,#Dance,Live Stream,Japan,2488071,0.9713395955920864,High
TikTok,#Challenge,Shorts,Brazil,653382,0.2466300863164957,Low
Twitter,#Fitness,Shorts,Germany,2445074,0.9223877154338646,High
TikTok,#Fitness,Live Stream,Japan,3761056,1.4196741965973567,High
TikTok,#Music,Tweet,USA,4023508,1.5187411427543325,Medium
Twitter,#Fitness,Shorts,Australia,1393642,0.5257420677299263,Low
TikTok,#Viral,Shorts,India,935563,0.3531440771930045,High
Instagram,#Comedy,Live Stream,Japan,4546474,1.7749373778039033,Low
Instagram,#Tech,Post,Japan,4498429,1.75618067396779,Low
Twitter,#Fashion,Live Stream,Brazil,380026,0.1433622515905325,High
TikTok,#Tech,Video,Brazil,3545322,1.338241749665236,Low
TikTok,#Comedy,Reel,Brazil,4228221,1.5960135268422146,Medium
YouTube,#Music,Live Stream,Canada,2421039,0.9159650453066196,Medium
Instagram,#Challenge,Tweet,India,3278174,1.2797947516129935,Low
Instagram,#Dance,Live Stream,UK,783572,0.3059054623430289,Medium
Twitter,#Fitness,Shorts,India,328897,0.1240741803491639,Medium
Twitter,#Challenge,Shorts,Canada,4876711,1.839706413025208,Low
Twitter,#Viral,Tweet,USA,1003601,0.3786017247728052,High
TikTok,#Education,Shorts,UK,4854055,1.8322451546492216,Low
YouTube,#Fashion,Reel,USA,4413548,1.6698019708823115,High
TikTok,#Music,Video,Germany,3019969,1.1399383747075085,Low
Instagram,#Music,Shorts,UK,1087231,0.4244535304077655,Low
TikTok,#Fashion,Shorts,Canada,3901334,1.4726245001690887,Low
TikTok,#Education,Live Stream,Japan,851907,0.3215667051489433,Medium
YouTube,#Fashion,Video,UK,854031,0.323110261176403,Low
Instagram,#Dance,Video,Brazil,1293217,0.5048701897143656,Medium
Twitter,#Education,Shorts,USA,1071793,0.404326697960065,Low
Instagram,#Viral,Shorts,India,1575723,0.615160154828841,High
TikTok,#Fitness,Shorts,Australia,4487202,1.6937702853454062,Low
YouTube,#Dance,Video,Canada,398843,0.1508964731940411,Low
TikTok,#Tech,Live Stream,Canada,239750,0.0904976923061545,High
Instagram,#Gaming,Tweet,Australia,1027434,0.4011088614663969,Low
Twitter,#Dance,Post,USA,4602131,1.7361229554677553,Low
TikTok,#Comedy,Post,Canada,620949,0.2343877019387459,Low
Instagram,#Fitness,Tweet,Brazil,852004,0.3326212237523929,Low
YouTube,#Viral,Live Stream,India,4278442,1.6186865723235953,High
Twitter,#Education,Tweet,India,3848380,1.4517754621419947,Medium
TikTok,#Education,Post,Canada,2574505,0.971790453933916,Low
YouTube,#Gaming,Shorts,Japan,3283134,1.2421262041039831,Medium
YouTube,#Challenge,Post,Japan,746909,0.2825822037666151,Low
Instagram,#Fitness,Live Stream,Australia,1925512,0.7517173132871648,Low
YouTube,#Dance,Reel,Germany,1705635,0.6453023020494739,High
Instagram,#Gaming,Tweet,Australia,3931634,1.534904662920028,High
Twitter,#Dance,Video,Germany,3447523,1.3005548559576123,Low
TikTok,#Fashion,Video,Canada,2783501,1.050679528808648,High
TikTok,#Gaming,Tweet,Germany,4497476,1.6976483804059004,Low
Twitter,#Dance,Shorts,Germany,3984173,1.5030024577429093,Low
Twitter,#Education,Video,Japan,3140471,1.184721554879854,High
TikTok,#Gaming,Shorts,Brazil,2933626,1.1073467490691755,Low
Instagram,#Fashion,Live Stream,USA,1361580,0.5315590136158788,Medium
Twitter,#Comedy,Live Stream,Canada,4190571,1.5808647145458194,High
YouTube,#Fitness,Live Stream,Germany,3856845,1.4591814527422358,Low
TikTok,#Education,Live Stream,Japan,3961797,1.4954472821082212,Medium
Instagram,#Gaming,Live Stream,India,4926269,1.9232088385893455,High
Instagram,#Dance,Tweet,Japan,3691701,1.4412351401494978,Low
Twitter,#Music,Video,USA,2970930,1.1207633533438788,Low
Instagram,#Fitness,Video,Canada,3247449,1.2677997526460962,Medium
Twitter,#Dance,Live Stream,Germany,3541294,1.3359293347929968,High
Twitter,#Fitness,Post,India,304335,0.1148083311084102,Low
YouTube,#Viral,Reel,UK,4014231,1.5187261666525145,High
YouTube,#Fitness,Live Stream,UK,4067513,1.5388846397477547,High
Twitter,#Challenge,Shorts,Canada,2668074,1.0065129650343887,High
Twitter,#Challenge,Tweet,Germany,4589006,1.7311716375260204,High
Instagram,#Education,Live Stream,Germany,635329,0.2480315931209055,Medium
YouTube,#Fitness,Reel,Japan,1747564,0.6611655320034983,Medium
YouTube,#Dance,Post,Australia,566681,0.2143955499433923,Medium
TikTok,#Music,Tweet,Japan,919348,0.3470234512044986,Low
TikTok,#Education,Shorts,Japan,4461875,1.6842101808488976,High
TikTok,#Fashion,Post,India,249167,0.0940522982225134,High
Instagram,#Fitness,Reel,Germany,782140,0.3053464114554586,Medium
TikTok,#Viral,Video,Canada,3490701,1.317624129429764,Low
Instagram,#Fitness,Tweet,Canada,1701218,0.6641532352308186,Medium
TikTok,#Music,Post,UK,664216,0.2507195628480698,Medium
Twitter,#Education,Shorts,Canada,2699566,1.0183931101483783,Low
YouTube,#Fitness,Post,UK,468433,0.1772248419245273,High
YouTube,#Challenge,Shorts,Japan,2243196,0.8486807216949532,Low
TikTok,#Gaming,Post,Australia,2829163,1.067915422973752,Low
YouTube,#Challenge,Reel,Japan,1471005,0.556533439350322,High
YouTube,#Viral,Reel,UK,2443556,0.92448402617606,Medium
YouTube,#Music,Video,Brazil,1973792,0.7467556196764461,Medium
YouTube,#Fitness,Video,USA,4478176,1.6942530387701382,High
TikTok,#Fitness,Reel,Brazil,3856234,1.4556007424088904,Low
Twitter,#Comedy,Reel,India,4491907,1.694541693082248,High
YouTube,#Dance,Live Stream,Brazil,4082125,1.5444128783436717,Medium
