Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Like_Rate,Comment_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_norm
YouTube,#Fitness,Live Stream,UK,318153,139099,36928,11688,0.4372078842569455,0.0367370416120545,150787,0.4739449258690001,0.1203685802085125
YouTube,#Fitness,Tweet,Australia,2662851,13209,44256,42595,0.0049604728165413,0.0159960132955242,55804,0.0209564861120656,1.0074511136994395
YouTube,#Gaming,Video,Brazil,2035129,76855,3962,13400,0.0377641908694731,0.0065843491985028,90255,0.044348540067976,0.7699615853729807
Twitter,#Music,Tweet,UK,2722178,260133,32788,48301,0.0955606135969066,0.0177435127313496,308434,0.1133041263282562,1.026923335009217
YouTube,#Comedy,Tweet,UK,4242550,489296,20200,6399,0.1153306384132184,0.0015082910042309,495695,0.1168389294174494,1.605107353894588
TikTok,#Fashion,Shorts,USA,4255337,236358,81105,43056,0.0555438969933521,0.0101181175544968,279414,0.0656620145478489,1.6062489196454417
Twitter,#Viral,Post,Brazil,817713,125792,35355,5263,0.153833924616583,0.0064362435230942,131055,0.1602701681396773,0.3084767274735127
TikTok,#Education,Post,UK,4266731,179238,79039,23497,0.042008272844011,0.0055070263393684,202735,0.0475152991833795,1.6105497776480957
YouTube,#Viral,Reel,UK,605016,73596,29486,22879,0.1216430639850846,0.0378155288455181,96475,0.1594585928306028,0.2288990420440273
Instagram,#Fashion,Post,Brazil,3344955,143212,81068,21258,0.042814327845965,0.0063552424472078,164470,0.0491695702931728,1.3058659648272608
YouTube,#Challenge,Live Stream,Australia,2300705,446587,11396,12186,0.1941087623141602,0.0052966373350777,458773,0.1994053996492379,0.8704384190267759
Twitter,#Dance,Video,Germany,4408711,139162,18328,10579,0.0315652352807884,0.0023995675833593,149741,0.0339648028641478,1.6631565618456323
TikTok,#Comedy,Shorts,UK,2477355,23223,33471,36225,0.0093741106946723,0.0146224501534903,59448,0.0239965608481626,0.9351195433706504
TikTok,#Music,Live Stream,USA,4096582,238913,3420,3568,0.0583200824492223,0.0008709699940096,242481,0.0591910524432319,1.5463241599288051
YouTube,#Dance,Shorts,Japan,4565439,476755,54497,22930,0.1044269784351515,0.0050225180973834,499685,0.1094494965325349,1.7272677311185851
Twitter,#Fashion,Shorts,Germany,1732712,285823,25043,11214,0.1649570153608909,0.0064719353245086,297037,0.1714289506853995,0.6536539438826156
Instagram,#Music,Video,Japan,1701847,238397,68324,48745,0.1400813351611513,0.0286424102754242,287142,0.1687237454365756,0.6643987959907919
YouTube,#Tech,Video,USA,2814866,139885,84439,16571,0.0496950831762506,0.0058869587397766,156456,0.0555820419160272,1.0649637875400038
TikTok,#Comedy,Tweet,UK,2686688,125458,61845,23713,0.0466961552662609,0.0088261085768053,149171,0.0555222638430662,1.0141358245949434
Twitter,#Gaming,Video,UK,2008812,332179,99793,24661,0.1653609197874166,0.0122764101369366,356840,0.1776373299243533,0.7578108112131299
YouTube,#Music,Live Stream,India,850783,352600,91742,39257,0.4144417554182441,0.0461422007726999,391857,0.4605839561909441,0.3218814274124051
Twitter,#Fitness,Post,India,4859286,76757,34856,6594,0.015795942037575,0.0013569894836401,83351,0.0171529315212152,1.8331329490149424
Twitter,#Tech,Live Stream,Japan,2208731,195436,5790,30276,0.0884833870670534,0.0137074184226146,225712,0.102190805489668,0.8332289088583638
YouTube,#Fashion,Live Stream,Canada,3095698,281026,51194,24140,0.0907795269435196,0.0077979182723896,305166,0.0985774452159093,1.1712125078636122
TikTok,#Challenge,Tweet,India,3286984,1798,28963,13208,0.0005470060091561,0.0040182732863926,15006,0.0045652792955487,1.240727702386874
TikTok,#Dance,Post,USA,2733478,3680,33180,30497,0.0013462702096011,0.011156848527773,34177,0.0125031187373741,1.0317975014375085
Instagram,#Tech,Post,USA,4362872,32587,30482,33951,0.0074691625149672,0.0077818006120738,66538,0.015250963127041,1.7032594022035694
Twitter,#Comedy,Video,Australia,3240506,232341,34519,4817,0.0716989877506784,0.0014864962447222,237158,0.0731854839954007,1.222459085569488
Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179,0.2604415886997908,0.0126237444469194,501387,0.2730653331467103,0.7168277750390726
TikTok,#Gaming,Post,Canada,4946196,461146,10852,17039,0.0932324558104854,0.0034448695522781,478185,0.0966773253627636,1.8670253334470583
Instagram,#Fitness,Reel,Japan,357877,73393,93580,6671,0.2050788399366262,0.0186404826239182,80064,0.2237193225605445,0.1397147028568353
Twitter,#Education,Live Stream,Brazil,3182419,121908,83869,6234,0.0383067094559201,0.0019588872489763,128142,0.0402655967048964,1.2005461556432744
TikTok,#Tech,Live Stream,Canada,4102194,444079,97665,1596,0.1082540221159701,0.000389060098084,445675,0.1086430822140542,1.5484425042425578
TikTok,#Tech,Reel,USA,1319472,32148,99138,25453,0.0243642911710138,0.0192902918743254,57601,0.0436545830453393,0.4980570221588584
TikTok,#Tech,Shorts,Germany,525914,279869,61693,25627,0.5321573489201656,0.0487284993363934,305496,0.5808858482565591,0.1985151338957203
YouTube,#Gaming,Video,India,563236,178212,62933,8833,0.3164073319177041,0.0156825913116349,187045,0.332089923229339,0.2130921840822552
YouTube,#Gaming,Post,India,1245756,352809,22951,43886,0.2832087503491856,0.035228407489107,396695,0.3184371578382926,0.4713137421499584
Twitter,#Comedy,Live Stream,Japan,3943854,347679,53248,44137,0.0881571680898938,0.0111913372046733,391816,0.0993485052945672,1.4877923862691715
Instagram,#Dance,Post,India,2146139,401975,20858,4445,0.1873014748811703,0.002071161280793,406420,0.1893726361619634,0.8378497994407734
Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420,0.0527636288396863,0.0059902217587811,121819,0.0587538505984675,0.8094443926114345
TikTok,#Education,Live Stream,Germany,3441323,55352,47464,41887,0.0160845116834426,0.0121717723096611,97239,0.0282562839931038,1.2989855682172788
TikTok,#Tech,Tweet,UK,4582065,146904,82138,15494,0.0320606538754906,0.0033814448289144,162398,0.0354420987044051,1.7295779290794573
YouTube,#Challenge,Reel,India,2578640,495952,58968,33480,0.1923308410635063,0.0129835882480687,529432,0.2053144293115751,0.97559110135337
YouTube,#Fitness,Live Stream,Japan,1526385,275820,95119,19416,0.1807014612958067,0.012720250788628,295236,0.1934217120844348,0.577485660363317
YouTube,#Music,Tweet,Brazil,4796425,175643,16858,15832,0.0366195656139729,0.0033007917355113,191475,0.0399203573494842,1.814657939188424
Twitter,#Challenge,Shorts,Brazil,1942922,324782,96016,4903,0.1671616256339678,0.0025235187001845,329685,0.1696851443341523,0.7329542520374414
Twitter,#Education,Live Stream,USA,2440898,97022,53393,23879,0.0397484860080183,0.0097828749910893,120901,0.0495313609991077,0.9208123475310314
YouTube,#Dance,Shorts,Canada,2902169,40168,30404,37118,0.0138406826066986,0.0127897444979944,77286,0.026630427104693,1.0979936133091897
Instagram,#Fitness,Shorts,Australia,456751,454496,1522,13256,0.9950629555271908,0.0290223776193155,467752,1.0240853331465063,0.1783149804110417
Instagram,#Tech,Live Stream,India,3088456,53845,23471,49774,0.0174342778398008,0.0161161434710418,103619,0.0335504213108427,1.2057290977805508
YouTube,#Fashion,Reel,India,543029,255089,39969,49268,0.4697520758559856,0.0907281194926974,304357,0.560480195348683,0.2054471582604858
TikTok,#Tech,Reel,USA,4712590,44050,5528,2830,0.0093473015899961,0.0006005190351802,46880,0.0099478206251763,1.7788467978521822
YouTube,#Education,Post,Australia,1948457,307603,61207,21856,0.1578700479404985,0.0112170810030706,329459,0.1690871289435692,0.7371704893159509
YouTube,#Comedy,Video,USA,4175263,496838,46286,34236,0.1189956177610847,0.00819972298751,531074,0.1271953407485947,1.5796502918631434
YouTube,#Dance,Shorts,Japan,505897,69692,70459,38026,0.1377592672026124,0.0751654981152289,107718,0.2129247653178413,0.191398803788573
Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220,0.0748878911974291,0.0033594838360177,238039,0.0782473750334469,1.187645050843379
YouTube,#Comedy,Live Stream,Japan,214707,32747,4622,33723,0.1525194800355833,0.157065209797538,66470,0.3095846898331214,0.0812312841646286
Twitter,#Fitness,Post,India,4161514,359846,61977,23808,0.0864699722264541,0.0057209948110231,383654,0.0921909670374772,1.569903156798544
TikTok,#Fitness,Video,Japan,768809,305597,53014,10251,0.3974940459854138,0.0133336108188119,315848,0.4108276568042258,0.290199959642137
Twitter,#Tech,Video,Germany,346243,213568,32066,21596,0.6168153580000173,0.0623723800914386,235164,0.679187738091456,0.1306178421409607
YouTube,#Music,Shorts,Japan,4836757,120548,53748,41875,0.0249233112186533,0.008657660494418,162423,0.0335809717130713,1.8299169673194484
YouTube,#Fashion,Shorts,UK,2808352,305676,67194,12665,0.1088453299301512,0.0045097623089983,318341,0.1133550922391495,1.0624993099726754
Twitter,#Music,Reel,Brazil,4234852,441763,94039,29781,0.1043160422135177,0.0070323591001527,471544,0.1113484013136704,1.5975694238622358
YouTube,#Fitness,Shorts,USA,4127405,239815,25258,35670,0.0581030938325655,0.0086422340429398,275485,0.0667453278755053,1.5615439106200968
Twitter,#Gaming,Video,Canada,1216902,215326,38685,19354,0.1769460482438191,0.0159043209724365,234680,0.1928503692162557,0.4590680918806141
YouTube,#Education,Post,India,1770791,26696,32378,46190,0.0150757486343673,0.0260843882761997,72886,0.041160136910567,0.669953131091054
Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087,0.0412049236813878,0.0036042864976873,150268,0.0448092101790752,1.3092046542061022
Twitter,#Fashion,Tweet,USA,2026275,482032,30952,49065,0.2378907107870353,0.0242143835362919,531097,0.2621050943233273,0.7643986104677216
YouTube,#Music,Reel,Japan,3097544,379276,56939,29025,0.1224441041031217,0.0093703269428941,408301,0.1318144310460158,1.171910915230712
YouTube,#Challenge,Video,Germany,2422829,415554,78181,4782,0.171516025274586,0.0019737257561305,420336,0.1734897510307165,0.916642265884685
YouTube,#Viral,Shorts,Australia,438427,126928,58094,43338,0.2895077173622974,0.0988488391453993,170266,0.3883565565076968,0.165872506357248
TikTok,#Dance,Post,Germany,3605374,497611,39201,48381,0.1380192457148689,0.0134191348803203,545992,0.1514383805951893,1.3609093927032725
TikTok,#Fitness,Reel,Brazil,914192,361829,86970,47559,0.3957910373313265,0.0520229886063321,409388,0.4478140259376586,0.3450772318029114
Instagram,#Dance,Post,India,361268,1264,42106,23444,0.0034987876036626,0.0648936523578063,24708,0.068392439961469,0.1410385447281696
YouTube,#Dance,Tweet,USA,2198773,238287,14975,3626,0.1083727151461292,0.0016491015671012,241913,0.1100218167132305,0.831873922957859
Instagram,#Fitness,Tweet,Australia,2491489,57916,10858,37910,0.0232455371065254,0.0152158006718071,95826,0.0384613377783325,0.9726739782273623
Twitter,#Music,Reel,India,3285708,265284,24271,48485,0.0807387631524164,0.0147563325773318,313769,0.0954950957297483,1.239511235939187
Twitter,#Dance,Video,Germany,2259868,391879,39814,13064,0.1734079158605724,0.005780868617105,404943,0.1791887844776774,0.8525199980459064
YouTube,#Fashion,Reel,Australia,4450867,288044,68728,4668,0.0647163799772044,0.0010487844278429,292712,0.0657651644050473,1.6839210740961787
Instagram,#Education,Tweet,Germany,1879192,424410,46366,12399,0.2258470661858926,0.0065980485229822,436809,0.2324451147088748,0.7336340471473217
Instagram,#Fitness,Video,Germany,3263236,473992,14768,33422,0.145252136223062,0.0102419806596887,507414,0.1554941168827507,1.273962976362627
YouTube,#Tech,Post,Australia,3187431,213853,79215,5229,0.0670925896121359,0.0016405061003673,219082,0.0687330957125032,1.2059183599796302
TikTok,#Gaming,Shorts,USA,602303,120883,23532,39303,0.2007013081455679,0.0652545313571408,160186,0.2659558395027088,0.2273494538856049
YouTube,#Tech,Shorts,USA,4478244,281987,64590,9007,0.0629682080744148,0.0020112794211302,290994,0.0649794874955451,1.6942787655853944
Twitter,#Education,Live Stream,Japan,4452133,482377,62652,30779,0.1083473921376562,0.0069133154827135,513156,0.1152607076203698,1.6795372191916145
Twitter,#Tech,Live Stream,Canada,3066410,323731,1254,15271,0.105573292547311,0.0049800907249845,339002,0.1105533832722956,1.1567825409306862
Twitter,#Education,Live Stream,India,4863626,161724,81649,48891,0.0332517344055649,0.0100523765602042,210615,0.0433041109657691,1.834770184814343
TikTok,#Comedy,Video,Japan,979723,43080,98064,14316,0.0439716123843167,0.0146122934747882,57396,0.058583905859105,0.3698130160553185
TikTok,#Dance,Tweet,UK,3305011,32506,56465,32043,0.0098353681727534,0.0096952778674564,64549,0.0195306460402098,1.2475322984210888
YouTube,#Challenge,Shorts,Brazil,4856083,6461,96437,22112,0.0013304962044512,0.0045534641809046,28573,0.0058839603853558,1.837228679549444
TikTok,#Comedy,Live Stream,Australia,3512498,38120,22702,22430,0.0108526752186051,0.00638576876058,60550,0.0172384439791851,1.3258517757246429
YouTube,#Dance,Video,Brazil,1807869,213478,90965,43355,0.1180826708129847,0.0239812729794028,256833,0.1420639437923876,0.6839810554449693
TikTok,#Challenge,Shorts,India,427399,347981,86598,26949,0.8141829999602245,0.0630534933399469,374930,0.8772364933001715,0.1613289809966971
YouTube,#Tech,Reel,Brazil,4398694,322036,76714,7781,0.0732117305727563,0.001768934142725,329817,0.0749806647154814,1.6641821750909245
Instagram,#Fashion,Video,India,935217,284958,36811,25488,0.3046971986180747,0.0272535678885221,310446,0.3319507665065969,0.3651074678217962
YouTube,#Tech,Live Stream,Canada,116354,82270,22120,17583,0.7070663664334703,0.1511164205785791,99853,0.8581827870120494,0.0440208509163241
YouTube,#Music,Tweet,Japan,551999,299852,90557,24071,0.5432111290056685,0.0436069630560924,323923,0.5868180920617609,0.2088408278611822
YouTube,#Dance,Video,Canada,2737428,46704,73226,34532,0.0170612706525979,0.0126147610092393,81236,0.0296760316618373,1.035666241660547
Instagram,#Dance,Reel,UK,4356395,367535,89909,10900,0.0843667757400327,0.00250206879771,378435,0.0868688445377428,1.7007307900535744
TikTok,#Fitness,Video,Brazil,4717790,125541,75795,38504,0.026610128895097,0.0081614484748155,164045,0.0347715773699126,1.7808096257979258
Instagram,#Dance,Video,USA,2561366,461768,60001,21753,0.1802819276901466,0.008492733955241,483521,0.1887746616453876,0.9999538657069352
YouTube,#Comedy,Live Stream,Canada,1756972,248744,42345,6998,0.1415753922088684,0.0039829889150197,255742,0.1455583811238881,0.6647249125612855
Twitter,#Comedy,Tweet,Australia,4840021,49033,50170,13175,0.0101307411682717,0.002722095627271,62208,0.0128528367955428,1.8258653573846555
Instagram,#Tech,Post,UK,3346455,381718,62877,20046,0.1140663777041675,0.0059902195009345,401764,0.1200565972051021,1.3064515628240172
Instagram,#Gaming,Reel,India,1067477,59345,84587,49878,0.0555937036582521,0.0467251285039396,109223,0.1023188321621917,0.416741595189146
YouTube,#Challenge,Video,UK,2877495,216913,25906,12302,0.0753825810296803,0.0042752463514271,229215,0.0796578273811075,1.0886585627264045
TikTok,#Fitness,Video,Brazil,1792756,491389,73253,31069,0.2740969769449942,0.0173303003866672,522458,0.2914272773316614,0.6767060724421787
Instagram,#Comedy,Live Stream,Brazil,925974,134908,19403,21283,0.145693075615514,0.02298444664753,156191,0.1686775222630441,0.3614990129657822
TikTok,#Music,Reel,Canada,2791639,353316,80680,19829,0.1265622095120465,0.0071029957670028,373145,0.1336652052790493,1.0537513545437367
TikTok,#Challenge,Live Stream,Brazil,4196347,307582,92983,25130,0.0732975609500358,0.0059885419389769,332712,0.0792861028890127,1.5839821464686323
YouTube,#Challenge,Reel,Canada,2038756,93268,63855,4422,0.0457475048509973,0.0021689697050554,97690,0.0479164745560528,0.7713338082984795
YouTube,#Dance,Post,Germany,4032655,267123,41713,12391,0.0662399833360404,0.0030726655268055,279514,0.0693126488628459,1.525696620244848
Twitter,#Fitness,Shorts,UK,4485980,113834,44375,49799,0.0253755032345217,0.0111010303211338,163633,0.0364765335556556,1.6923057722105783
Twitter,#Comedy,Tweet,USA,4394517,300804,64405,11918,0.0684498432933585,0.0027120159052746,312722,0.0711618591986332,1.6578019708463956
Instagram,#Viral,Reel,India,4422263,135404,43976,34379,0.030618712636494,0.007774074043086,169783,0.0383927866795801,1.7264455692871492
TikTok,#Comedy,Tweet,Brazil,4144620,102895,41927,16690,0.0248261601787377,0.0040269071712243,119585,0.0288530673499621,1.5644569154783488
YouTube,#Challenge,Post,Brazil,3193985,413403,86209,32528,0.1294317287025455,0.0101841430063071,445931,0.1396158717088527,1.2083979709676975
Instagram,#Viral,Tweet,USA,1650594,298194,1467,32021,0.1806585992678999,0.0193996827808655,330215,0.2000582820487654,0.6443896932389487
TikTok,#Music,Video,USA,1095673,389017,39161,13192,0.3550484496743097,0.0120400886030777,402209,0.3670885382773875,0.4135803045762721
YouTube,#Gaming,Post,Canada,1476003,453792,99466,29613,0.3074465295802244,0.0200629673516923,483405,0.3275094969319168,0.5584243602716464
Twitter,#Fashion,Post,Brazil,1237934,315336,29121,26947,0.2547276349143008,0.0217677194422319,342283,0.2764953543565327,0.4670022723720859
TikTok,#Dance,Live Stream,India,2259900,145744,42773,5579,0.0644913491747422,0.0024686933050134,151323,0.0669600424797557,0.8530374758818711
Instagram,#Viral,Post,India,3661779,399252,71009,10389,0.1090322490789313,0.0028371455513836,409641,0.1118693946303149,1.4295536313101975
TikTok,#Fashion,Reel,Japan,3090316,352162,93570,19097,0.1139566309723665,0.0061796269378277,371259,0.1201362579101942,1.1664920396112042
TikTok,#Tech,Post,India,1154006,343894,69313,27094,0.2980001837078836,0.0234782141513995,370988,0.3214783978592832,0.435599081991475
TikTok,#Dance,Live Stream,Japan,2583561,340140,14516,40878,0.1316554941029068,0.0158223475273082,381018,0.147477841630215,0.9752087942948108
Twitter,#Tech,Live Stream,USA,2638135,259465,26123,9244,0.0983516764684142,0.0035039905084463,268709,0.1018556669768605,0.9952186787214286
YouTube,#Fitness,Live Stream,Canada,4483252,371769,59628,14299,0.0829239578770053,0.0031894258899566,386068,0.086113383766962,1.6961734698619035
TikTok,#Education,Video,Brazil,2008379,378635,47524,7321,0.1885276633543768,0.0036452283159702,385956,0.192172891670347,0.758096620546996
Instagram,#Viral,Video,Japan,3417577,118797,11271,1040,0.0347605920802954,0.0003043091640656,119837,0.0350649012443611,1.334217496640898
TikTok,#Gaming,Shorts,USA,3958536,127248,80732,29365,0.0321452173227678,0.0074181465066883,156613,0.0395633638294561,1.4942163625060925
YouTube,#Fashion,Shorts,USA,544588,266292,32491,20402,0.4889788243589649,0.0374631831770072,286694,0.5264420075359721,0.2060369833337841
Instagram,#Challenge,Reel,Brazil,3075050,282373,20662,43100,0.091827124762199,0.014016032259638,325473,0.105843157021837,1.200495413284205
Twitter,#Tech,Live Stream,Canada,2193675,334418,12614,24974,0.1524464654062247,0.0113845487595017,359392,0.1638310141657264,0.8275491341588773
Twitter,#Fitness,Live Stream,Australia,1779047,64478,18103,7857,0.0362429997633564,0.0044164094596713,72335,0.0406594092230278,0.6711335108792087
TikTok,#Viral,Live Stream,UK,4465594,207163,71548,1980,0.0463909168634676,0.000443390061882,209143,0.0468343069253496,1.6856139802970167
Twitter,#Fitness,Reel,Australia,2938655,483237,98936,21895,0.1644415557457408,0.0074506874743717,505132,0.1718922432201126,1.108587826748108
Twitter,#Fitness,Reel,Australia,2121336,330030,12817,21347,0.1555764857618029,0.0100629980352004,351377,0.1656394837970034,0.8002597331236652
Twitter,#Tech,Shorts,India,4426725,158336,67298,41529,0.0357682033557539,0.0093814275790793,199865,0.0451496309348333,1.6699522221429592
YouTube,#Education,Live Stream,India,3001319,440022,76480,23204,0.1466095406719512,0.0077312674860619,463226,0.1543408081580131,1.1355055799657163
Twitter,#Music,Post,Germany,1623564,183308,11709,6813,0.1129046960883587,0.0041963236435397,190121,0.1171010197318984,0.6124785952575124
Instagram,#Viral,Live Stream,Canada,897780,31613,86715,31460,0.0352124128405622,0.0350419924703156,63073,0.0702544053108779,0.3504921130187455
Twitter,#Viral,Tweet,UK,1470152,10721,9486,8235,0.0072924432303598,0.0056014616175742,18956,0.012893904847934,0.5546049504516128
Twitter,#Viral,Video,Brazil,3958044,313560,9096,9926,0.0792209485291219,0.0025078043599313,323486,0.0817287528890532,1.4931454682953216
Instagram,#Music,Video,Brazil,4327143,390643,65125,484,0.0902773492810383,0.0001118520927087,391127,0.090389201373747,1.6893108483194923
Instagram,#Dance,Live Stream,Japan,2488071,331114,29029,8542,0.1330806074263958,0.0034331817701343,339656,0.1365137891965301,0.9713395955920864
TikTok,#Challenge,Shorts,Brazil,653382,203055,29290,21516,0.3107753197976069,0.0329302000973396,224571,0.3437055198949466,0.2466300863164957
Twitter,#Fitness,Shorts,Germany,2445074,339219,42119,49060,0.1387356783475674,0.0200648323936208,388279,0.1588005107411882,0.9223877154338646
TikTok,#Fitness,Live Stream,Japan,3761056,2630,62256,44327,0.0006992716939072,0.0117857856942305,46957,0.0124850573881377,1.4196741965973567
TikTok,#Music,Tweet,USA,4023508,424443,60005,29638,0.1054907806819322,0.0073662087909356,454081,0.1128569894728679,1.5187411427543325
Twitter,#Fitness,Shorts,Australia,1393642,7098,15097,1221,0.0050931300864928,0.000876121701269,8319,0.0059692517877618,0.5257420677299263
TikTok,#Viral,Shorts,India,935563,150323,29577,19651,0.1606765124315519,0.0210044646913142,169974,0.1816809771228661,0.3531440771930045
Instagram,#Comedy,Live Stream,Japan,4546474,429394,68164,14640,0.0944454977637615,0.0032200778009508,444034,0.0976655755647123,1.7749373778039033
Instagram,#Tech,Post,Japan,4498429,435775,48777,14555,0.0968727082276946,0.0032355740192853,450330,0.10010828224698,1.75618067396779
Twitter,#Fashion,Live Stream,Brazil,380026,214887,36187,17636,0.5654534163451974,0.046407351075979,232523,0.6118607674211765,0.1433622515905325
TikTok,#Tech,Video,Brazil,3545322,276967,4261,27752,0.0781218179900161,0.0078277798180249,304719,0.0859495978080411,1.338241749665236
TikTok,#Comedy,Reel,Brazil,4228221,421606,4145,12960,0.099712384948658,0.0030651188762366,434566,0.1027775038248946,1.5960135268422146
YouTube,#Music,Live Stream,Canada,2421039,255993,48735,38037,0.1057368344747854,0.0157110232425004,294030,0.1214478577172858,0.9159650453066196
Instagram,#Challenge,Tweet,India,3278174,102658,57093,39631,0.0313156043577918,0.0120893521820379,142289,0.0434049565398297,1.2797947516129935
Instagram,#Dance,Live Stream,UK,783572,139704,19042,38146,0.1782912099972944,0.048682188745897,177850,0.2269733987431914,0.3059054623430289
Twitter,#Fitness,Shorts,India,328897,147381,42373,23817,0.4481068541215031,0.072414768149299,171198,0.5205216222708021,0.1240741803491639
Twitter,#Challenge,Shorts,Canada,4876711,213421,13563,48777,0.043763306868092,0.0100020280061705,262198,0.0537653348742625,1.839706413025208
Twitter,#Viral,Tweet,USA,1003601,488570,58252,33282,0.4868169720835272,0.0331625815438605,521852,0.5199795536273878,0.3786017247728052
TikTok,#Education,Shorts,UK,4854055,197367,55292,48663,0.0406602314971709,0.0100252263313868,246030,0.0506854578285577,1.8322451546492216
YouTube,#Fashion,Reel,USA,4413548,101503,91427,35256,0.0229980505479944,0.0079881310909046,136759,0.0309861816388991,1.6698019708823115
TikTok,#Music,Video,Germany,3019969,170993,43023,31600,0.0566207798821776,0.0104636835676127,202593,0.0670844634497903,1.1399383747075085
Instagram,#Music,Shorts,UK,1087231,106848,43977,28368,0.0982753435102568,0.0260919712554185,135216,0.1243673147656753,0.4244535304077655
TikTok,#Fashion,Shorts,Canada,3901334,463445,48617,36800,0.1187914185250481,0.009432670978696,500245,0.1282240895037441,1.4726245001690887
TikTok,#Education,Live Stream,Japan,851907,359024,69682,12915,0.4214356731427257,0.015160105504474,371939,0.4365957786471997,0.3215667051489433
YouTube,#Fashion,Video,UK,854031,148948,73678,39332,0.1744058470945434,0.0460545343201827,188280,0.2204603814147261,0.323110261176403
Instagram,#Dance,Video,Brazil,1293217,213794,46740,33829,0.1653195094094804,0.0261587962422393,247623,0.1914783056517197,0.5048701897143656
Twitter,#Education,Shorts,USA,1071793,82545,28397,25073,0.0770158043577444,0.0233935097542156,107618,0.10040931411196,0.404326697960065
Instagram,#Viral,Shorts,India,1575723,253050,16141,35096,0.1605929468567762,0.0222729502583893,288146,0.1828658971151655,0.615160154828841
TikTok,#Fitness,Shorts,Australia,4487202,309686,91035,42034,0.0690153908827817,0.0093675301446201,351720,0.0783829210274019,1.6937702853454062
YouTube,#Dance,Video,Canada,398843,185311,90723,1420,0.464621417449974,0.0035602981624348,186731,0.4681817156124089,0.1508964731940411
TikTok,#Tech,Live Stream,Canada,239750,232397,49163,20748,0.9693305526590198,0.0865401459854014,253145,1.0558706986444213,0.0904976923061545
Instagram,#Gaming,Tweet,Australia,1027434,150441,58194,45827,0.1464240038776213,0.0446033516508116,196268,0.1910273555284329,0.4011088614663969
Twitter,#Dance,Post,USA,4602131,356619,50928,18081,0.0774899714936406,0.0039288320997381,374700,0.0814188035933788,1.7361229554677553
TikTok,#Comedy,Post,Canada,620949,146546,84429,28169,0.2360032788522084,0.0453644341161673,174715,0.2813677129683758,0.2343877019387459
Instagram,#Fitness,Tweet,Brazil,852004,355651,82868,32850,0.4174287914141248,0.0385561570133473,388501,0.4559849484274721,0.3326212237523929
YouTube,#Viral,Live Stream,India,4278442,428476,2568,28273,0.1001476705772802,0.0066082466467933,456749,0.1067559172240736,1.6186865723235953
Twitter,#Education,Tweet,India,3848380,301810,6280,29762,0.0784252074899048,0.0077336437669876,331572,0.0861588512568925,1.4517754621419947
TikTok,#Education,Post,Canada,2574505,125322,94933,48545,0.0486780954008634,0.0188560519400816,173867,0.0675341473409451,0.971790453933916
YouTube,#Gaming,Shorts,Japan,3283134,41122,8713,37710,0.0125252274198981,0.0114859765090307,78832,0.0240112039289288,1.2421262041039831
YouTube,#Challenge,Post,Japan,746909,45821,7638,15981,0.0613475001640092,0.0213961807931086,61802,0.0827436809571179,0.2825822037666151
Instagram,#Fitness,Live Stream,Australia,1925512,445030,93050,27310,0.2311229428848015,0.0141832406134056,472340,0.2453061834982072,0.7517173132871648
YouTube,#Dance,Reel,Germany,1705635,340776,13504,41680,0.1997942115399836,0.0244366467620563,382456,0.22423085830204,0.6453023020494739
Instagram,#Gaming,Tweet,Australia,3931634,154021,17016,30829,0.0391748062001702,0.0078412690499675,184850,0.0470160752501377,1.534904662920028
Twitter,#Dance,Video,Germany,3447523,43962,51838,30252,0.0127517640926543,0.0087749958448428,74214,0.0215267599374971,1.3005548559576123
TikTok,#Fashion,Video,Canada,2783501,63860,82509,16462,0.0229423305398489,0.0059141347533196,80322,0.0288564652931685,1.050679528808648
TikTok,#Gaming,Tweet,Germany,4497476,329836,14346,34972,0.0733380233713309,0.0077759169809911,364808,0.081113940352322,1.6976483804059004
Twitter,#Dance,Shorts,Germany,3984173,161617,68404,26669,0.0405647545927348,0.006693735437693,188286,0.0472584900304279,1.5030024577429093
Twitter,#Education,Video,Japan,3140471,443708,64826,22130,0.1412870871916983,0.0070467136935829,465838,0.1483338008852812,1.184721554879854
TikTok,#Gaming,Shorts,Brazil,2933626,87518,50945,18643,0.0298327053278093,0.0063549341327081,106161,0.0361876394605174,1.1073467490691755
Instagram,#Fashion,Live Stream,USA,1361580,169568,875,22352,0.1245376694722307,0.0164162223299402,191920,0.140953891802171,0.5315590136158788
Twitter,#Comedy,Live Stream,Canada,4190571,271397,44550,19615,0.0647637279024744,0.0046807463708406,291012,0.069444474273315,1.5808647145458194
YouTube,#Fitness,Live Stream,Germany,3856845,195911,46850,13291,0.0507956632947396,0.003446080928842,209202,0.0542417442235817,1.4591814527422358
TikTok,#Education,Live Stream,Japan,3961797,253439,67692,7836,0.0639707183381682,0.0019778903361277,261275,0.065948608674296,1.4954472821082212
Instagram,#Gaming,Live Stream,India,4926269,264064,91827,1032,0.0536032441590177,0.0002094891691866,265096,0.0538127333282043,1.9232088385893455
